NWCG_REPORTING_UNIT_NAME,DISCOVERY_TIME,STAT_CAUSE_DESCR,STATE,temperature(C),date
Nevada-Yuba-Placer Unit,855,Equipment Use,CA,17.311365,6/17/2014
Pike and San Isabel National Forest,1145,Miscellaneous,CO,13.079126,6/17/2014
Utah Division Forestry Fire State Lands,936,Equipment Use,UT,14.588709,6/17/2014
Tehama-Glenn Unit,922,Missing/Undefined,CA,11.599421,6/17/2014
Shasta-Trinity Unit,1035,Equipment Use,CA,11.599421,6/17/2014
Fire Department of New York,1229,Miscellaneous,NY,25.459803,6/17/2014
Nebraska Department of Forestry,1158,Equipment Use,NE,18.807093,6/17/2014
Fire Department of New York,1346,Miscellaneous,NY,25.080866,6/17/2014
Fire Department of New York,1232,Miscellaneous,NY,23.59649,6/17/2014
Siuslaw National Forest,959,Campfire,OR,9.944147,6/17/2014
Fire Department of New York,1319,Powerline,NY,20.98614,6/17/2014
Spokane District,1031,Missing/Undefined,WA,6.2315307,6/17/2014
Mississippi Forestry Commission,1410,Debris Burning,MS,29.36822,6/17/2014
Georgia Forestry Commission,1413,Debris Burning,GA,28.782282,6/17/2014
Georgia Forestry Commission,1452,Debris Burning,GA,30.876032,6/17/2014
Coronado National Forest,1350,Lightning,AZ,27.991663,6/17/2014
Louisiana Office of Forestry,1520,Debris Burning,LA,30.016657,6/17/2014
Arizona State Forestry Division - State Office,1437,Miscellaneous,AZ,32.051994,6/17/2014
Riverside Unit,1234,Missing/Undefined,CA,15.4309025,6/17/2014
Los Padres National Forest,1300,Campfire,CA,14.755121,6/17/2014
North Carolina Forest Service,1555,Debris Burning,NC,30.80572,6/17/2014
North Carolina Forest Service,1640,Arson,NC,29.126032,6/17/2014
Colorado River Agency,1428,Miscellaneous,AZ,27.020746,6/17/2014
North Carolina Forest Service,1500,Arson,NC,29.344782,6/17/2014
Zuni Agency,1201,Campfire,NM,20.315943,6/17/2014
Coconino National Forest,1230,Powerline,AZ,20.086237,6/17/2014
Hopi Agency,1235,Miscellaneous,AZ,20.976862,6/17/2014
North Carolina Forest Service,1512,Debris Burning,NC,30.43072,6/17/2014
Merced-Mariposa Unit,1152,Missing/Undefined,CA,16.458277,6/17/2014
Merced-Mariposa Unit,1130,Equipment Use,CA,16.458277,6/17/2014
Santa Clara Unit,1241,Equipment Use,CA,17.62234,6/17/2014
Tuolumne-Calaveras Unit,1335,Missing/Undefined,CA,15.061762,6/17/2014
Tuolumne-Calaveras Unit,1256,Missing/Undefined,CA,15.061762,6/17/2014
Amador-El Dorado Unit,1307,Equipment Use,CA,17.24734,6/17/2014
Moab Field Office,1203,Campfire,UT,20.289362,6/17/2014
Nevada-Yuba-Placer Unit,1121,Equipment Use,CA,19.012964,6/17/2014
Tehama-Glenn Unit,1108,Missing/Undefined,CA,18.749262,6/17/2014
Fire Department of New York,1617,Miscellaneous,NY,27.30572,6/17/2014
Fire Department of New York,1458,Miscellaneous,NY,26.481714,6/17/2014
Fire Department of New York,1549,Miscellaneous,NY,25.3352,6/17/2014
Fire Department of New York,1627,Miscellaneous,NY,23.202387,6/17/2014
Washington State Headquarters,1356,Debris Burning,WA,12.290094,6/17/2014
Fort Berthold Agency,1300,Equipment Use,ND,19.755121,6/17/2014
Florida Forest Service,1845,Lightning,FL,27.641535,6/17/2014
Florida Forest Service,1900,Lightning,FL,29.836847,6/17/2014
Florida Forest Service,1747,Lightning,FL,26.329035,6/17/2014
Papago Agency,1630,Children,AZ,31.246058,6/17/2014
Georgia Forestry Commission,1711,Debris Burning,GA,31.37591,6/17/2014
Coronado National Forest,1540,Lightning,AZ,29.484735,6/17/2014
Monte Vista Unit,1406,Missing/Undefined,CA,18.374414,6/17/2014
Gila National Forest,1705,Lightning,NM,23.424921,6/17/2014
Pima Agency,1656,Arson,AZ,35.968163,6/17/2014
Gila National Forest,1658,Lightning,NM,27.371424,6/17/2014
Georgia Forestry Commission,1755,Debris Burning,GA,31.930597,6/17/2014
Arizona State Forestry Division - State Office,1557,Missing/Undefined,AZ,35.968163,6/17/2014
Gila National Forest,1749,Lightning,NM,20.026087,6/17/2014
Arizona State Forestry Division - State Office,1640,Missing/Undefined,AZ,34.999413,6/17/2014
Gila National Forest,1621,Lightning,NM,20.026087,6/17/2014
South Carolina Forestry Commission,1719,Debris Burning,SC,29.079035,6/17/2014
Riverside Unit,1646,Missing/Undefined,CA,18.589808,6/17/2014
South Carolina Forestry Commission,1912,Miscellaneous,SC,28.00091,6/17/2014
South Carolina Forestry Commission,1742,Miscellaneous,SC,30.727472,6/17/2014
North Carolina Forest Service,1750,Debris Burning,NC,30.664972,6/17/2014
Santa Barbara County Fire Department,1614,Powerline,CA,12.356379,6/17/2014
New Mexico - State Forestry,1600,Lightning,NM,26.5292,6/17/2014
North Carolina Forest Service,1845,Equipment Use,NC,29.360285,6/17/2014
New Mexico - State Forestry,1626,Campfire,NM,21.760462,6/17/2014
Arizona Strip Field Office,1718,Missing/Undefined,AZ,21.06045,6/17/2014
Sonoma-Lake Napa Unit,1630,Miscellaneous,CA,23.183252,6/17/2014
Sonoma-Lake Napa Unit,1631,Missing/Undefined,CA,23.183252,6/17/2014
Lake Tahoe Basin Management Unit,1540,Campfire,NV,11.599512,6/17/2014
Pike and San Isabel National Forest,1517,Miscellaneous,CO,16.785608,6/17/2014
Utah Division Forestry Fire State Lands,1519,Miscellaneous,UT,7.8338866,6/17/2014
Utah Division Forestry Fire State Lands,1738,Lightning,UT,10.408899,6/17/2014
Tehama-Glenn Unit,1420,Equipment Use,CA,21.655664,6/17/2014
Nebraska Department of Forestry,1620,Powerline,NE,30.48379,6/17/2014
Shasta-Trinity Unit,1650,Missing/Undefined,CA,22.249414,6/17/2014
Pennsylvania Division of Forest Fire Protection,1925,Arson,PA,27.11294,6/17/2014
Fire Department of New York,1733,Miscellaneous,NY,27.347315,6/17/2014
Fire Department of New York,1930,Miscellaneous,NY,25.616602,6/17/2014
Rosebud Agency,1615,Equipment Use,SD,26.29336,6/17/2014
Fire Department of New York,1758,Miscellaneous,NY,24.436914,6/17/2014
Fire Department of New York,1743,Miscellaneous,NY,24.464502,6/17/2014
Oregon Department of Forestry State Headquarters,1401,Equipment Use,OR,8.833124,6/17/2014
Washington State Headquarters,1425,Debris Burning,WA,13.067316,6/17/2014
Washington State Headquarters,1600,Miscellaneous,WA,15.071222,6/17/2014
Alaska State Office,1326,Campfire,AK,13.171839,6/17/2014
Texas A & M Forest Service,1921,Powerline,TX,16.663599,4/9/2014
Georgia Forestry Commission,2147,Debris Burning,GA,16.759943,4/9/2014
Tonto National Forest,1850,Miscellaneous,AZ,26.543604,4/9/2014
Kentucky Division of Forestry,2020,Debris Burning,KY,10.5711,4/9/2014
Kentucky Division of Forestry,2045,Debris Burning,KY,11.41485,4/9/2014
Nevada-Yuba-Placer Unit,1807,Smoking,CA,26.24563,4/9/2014
New Jersey Forest Fire Service,2010,Children,NJ,11.740412,4/9/2014
Rosebud Agency,2117,Arson,SD,14.707666,4/9/2014
Boise District,2000,Missing/Undefined,ID,20.64425,4/9/2014
Crow Creek Agency,1915,Children,SD,12.83877,4/9/2014
Riverside Unit,2008,Missing/Undefined,CA,25.201319,4/9/2014
West Virginia Division of Forestry,5,Fireworks,WV,7.635034,4/9/2014
Fort Berthold Agency,150,Miscellaneous,ND,12.281946,4/9/2014
San Luis Obispo Unit,402,Miscellaneous,CA,12.016321,4/9/2014
Utah Division Forestry Fire State Lands,530,Debris Burning,UT,10.0012455,4/9/2014
Arizona State Forestry Division - State Office,811,Miscellaneous,AZ,24.15365,4/9/2014
North Carolina Forest Service,1044,Arson,NC,9.621485,4/9/2014
North Carolina Forest Service,1025,Debris Burning,NC,9.621485,4/9/2014
Nebraska Department of Forestry,804,Debris Burning,NE,10.047266,4/9/2014
Fire Department of New York,1047,Miscellaneous,NY,0.32631835,4/9/2014
Fire Department of New York,1019,Lightning,NY,0.72155154,4/9/2014
Leopold Wetland Management District,930,Missing/Undefined,WI,2.2528014,4/9/2014
Florida Forest Service,1123,Equipment Use,FL,13.188501,4/9/2014
Georgia Forestry Commission,1140,Debris Burning,GA,15.626001,4/9/2014
San Bernardino Unit,1059,Miscellaneous,CA,22.916712,4/9/2014
North Carolina Forest Service,1316,Debris Burning,NC,11.45376,4/9/2014
Oklahoma Division of Forestry,1204,Arson,OK,12.529566,4/9/2014
Hopi Agency,900,Debris Burning,AZ,11.985498,4/9/2014
Osage Agency,1200,Debris Burning,OK,13.349878,4/9/2014
Missouri Department of Conservation,1202,Debris Burning,MO,10.748316,4/9/2014
Missouri Department of Conservation,1215,Arson,MO,10.092066,4/9/2014
Missouri Department of Conservation,1240,Debris Burning,MO,8.740503,4/9/2014
New Jersey Forest Fire Service,1300,Debris Burning,NJ,11.715845,4/9/2014
New Jersey Forest Fire Service,1120,Smoking,NJ,8.188501,4/9/2014
Fire Department of New York,1338,Smoking,NY,9.1435795,4/9/2014
New Jersey Forest Fire Service,1327,Miscellaneous,NJ,9.092066,4/9/2014
Fire Department of New York,1210,Miscellaneous,NY,8.865503,4/9/2014
New Jersey Forest Fire Service,1341,Equipment Use,NJ,9.138941,4/9/2014
Pennsylvania Division of Forest Fire Protection,1332,Debris Burning,PA,6.955713,4/9/2014
Nebraska Department of Forestry,1218,Miscellaneous,NE,10.367823,4/9/2014
Nebraska Department of Forestry,1221,Miscellaneous,NE,10.367823,4/9/2014
Rogue River-Siskiyou National Forest,816,Arson,OR,7.864404,4/9/2014
Wisconsin Department of Natural Resources,1225,Debris Burning,WI,5.408838,4/9/2014
Wisconsin Department of Natural Resources,1029,Debris Burning,WI,7.635034,4/9/2014
Michigan Department of Natural Resources,1245,Debris Burning,MI,4.07583,4/9/2014
Lower Brule Agency,1140,Equipment Use,SD,15.309717,4/9/2014
Lower Brule Agency,1140,Equipment Use,SD,15.309717,4/9/2014
Fire Department of New York,1343,Miscellaneous,NY,-0.47885743,4/9/2014
Wisconsin Department of Natural Resources,1018,Debris Burning,WI,4.8928466,4/9/2014
Red Lake Agency,1235,Arson,MN,6.2037597,4/9/2014
Florida Forest Service,1445,Campfire,FL,20.600489,4/9/2014
Louisiana Office of Forestry,1550,Debris Burning,LA,19.459864,4/9/2014
Mississippi Forestry Commission,1525,Miscellaneous,MS,17.30752,4/9/2014
Georgia Forestry Commission,1443,Debris Burning,GA,18.268457,4/9/2014
Georgia Forestry Commission,1635,Debris Burning,GA,18.143457,4/9/2014
New Mexico - State Forestry,1440,Equipment Use,NM,23.653284,4/9/2014
Texas A & M Forest Service,1555,Lightning,TX,18.510065,4/9/2014
Arizona State Forestry Division - State Office,1410,Missing/Undefined,AZ,28.037928,4/9/2014
South Carolina Forestry Commission,1651,Arson,SC,18.502832,4/9/2014
Georgia Forestry Commission,1652,Debris Burning,GA,15.236628,4/9/2014
Arkansas Forestry Commission,1321,Arson,AR,15.15069,4/9/2014
South Carolina Forestry Commission,1426,Miscellaneous,SC,15.814753,4/9/2014
Southern Pueblos Agency,1333,Debris Burning,NM,17.629175,4/9/2014
Arkansas Forestry Commission,1345,Debris Burning,AR,15.15069,4/9/2014
North Carolina Forest Service,1642,Arson,NC,15.43194,4/9/2014
North Carolina Forest Service,1607,Arson,NC,12.27566,4/9/2014
North Carolina Forest Service,1607,Debris Burning,NC,12.27566,4/9/2014
Oklahoma Division of Forestry,1443,Miscellaneous,OK,17.939753,4/9/2014
Okmulgee Field Office,1515,Debris Burning,OK,18.916315,4/9/2014
North Carolina Forest Service,1513,Debris Burning,NC,13.666834,4/9/2014
Oklahoma Division of Forestry,1432,Debris Burning,OK,17.05694,4/9/2014
Oklahoma Division of Forestry,1408,Arson,OK,16.010065,4/9/2014
Tennessee Division of Forestry,1325,Campfire,TN,14.74444,4/9/2014
North Carolina Forest Service,1558,Debris Burning,NC,15.049128,4/9/2014
Osage Agency,1400,Debris Burning,OK,20.416315,4/9/2014
Osage Agency,1333,Debris Burning,OK,20.416315,4/9/2014
Osage Agency,1420,Equipment Use,OK,20.416315,4/9/2014
Missouri Department of Conservation,1500,Debris Burning,MO,13.971003,4/9/2014
Kentucky Division of Forestry,1547,Debris Burning,KY,11.432459,4/9/2014
Missouri Department of Conservation,1435,Debris Burning,MO,13.892878,4/9/2014
George Washington & Jefferson National Forests,1442,Debris Burning,VA,10.795191,4/9/2014
Cedar City Field Office,1227,Missing/Undefined,UT,11.82699,4/9/2014
Kentucky Division of Forestry,1515,Debris Burning,KY,13.330378,4/9/2014
Missouri Department of Conservation,1439,Arson,MO,15.65069,4/9/2014
Missouri Department of Conservation,1500,Debris Burning,MO,15.939753,4/9/2014
Missouri Department of Conservation,1330,Arson,MO,15.939753,4/9/2014
Missouri Department of Conservation,1419,Debris Burning,MO,13.830378,4/9/2014
West Virginia Division of Forestry,1648,Smoking,WV,12.96319,4/9/2014
West Virginia Division of Forestry,1500,Debris Burning,WV,12.96319,4/9/2014
National Capitol Parks - East,1430,Miscellaneous,MD,14.573145,4/9/2014
Missouri Department of Conservation,1412,Miscellaneous,MO,14.08819,4/9/2014
New Jersey Forest Fire Service,1515,Children,NJ,12.159082,4/9/2014
New Jersey Forest Fire Service,1510,Children,NJ,12.159082,4/9/2014
New Jersey Forest Fire Service,1648,Arson,NJ,12.159082,4/9/2014
Illinois Division of Forestry Resources,1522,Debris Burning,IL,11.55694,4/9/2014
Pennsylvania Division of Forest Fire Protection,1515,Arson,PA,12.283503,4/9/2014
Pennsylvania Division of Forest Fire Protection,1445,Arson,PA,12.18194,4/9/2014
Uintah and Ouray Agency,1200,Arson,UT,16.511988,4/9/2014
New Jersey Forest Fire Service,1513,Smoking,NJ,11.361628,4/9/2014
Winnemucca District Office,1145,Equipment Use,NV,15.426477,4/9/2014
Pennsylvania Division of Forest Fire Protection,1447,Debris Burning,PA,9.080896,4/9/2014
Pennsylvania Division of Forest Fire Protection,1516,Miscellaneous,PA,11.892878,4/9/2014
Illinois Division of Forestry Resources,1536,Miscellaneous,IL,11.510065,4/9/2014
Nebraska Department of Forestry,1447,Miscellaneous,NE,19.862818,4/9/2014
Fire Department of New York,1614,Miscellaneous,NY,10.971003,4/9/2014
Fire Department of New York,1623,Miscellaneous,NY,10.517878,4/9/2014
Illinois Division of Forestry Resources,1326,Smoking,IL,12.064753,4/9/2014
New Jersey Forest Fire Service,1645,Campfire,NJ,10.978815,4/9/2014
Pennsylvania Division of Forest Fire Protection,1431,Debris Burning,PA,8.51449,4/9/2014
Pennsylvania Division of Forest Fire Protection,1539,Debris Burning,PA,9.030115,4/9/2014
Nebraska Department of Forestry,1415,Campfire,NE,18.88949,4/9/2014
Pennsylvania Division of Forest Fire Protection,1515,Arson,PA,7.6043334,4/9/2014
Pennsylvania Division of Forest Fire Protection,1630,Arson,PA,7.6043334,4/9/2014
Illinois Division of Forestry Resources,1353,Debris Burning,IL,11.564753,4/9/2014
Fire Department of New York,1636,Arson,NY,10.736628,4/9/2014
Pennsylvania Division of Forest Fire Protection,1500,Campfire,PA,7.6043334,4/9/2014
Nebraska Department of Forestry,1334,Debris Burning,NE,18.873865,4/9/2014
Fire Department of New York,1644,Miscellaneous,NY,10.736628,4/9/2014
Pennsylvania Division of Forest Fire Protection,1501,Debris Burning,PA,5.207849,4/9/2014
Winnebago Agency,1530,Arson,NE,18.819178,4/9/2014
Fire Department of New York,1501,Smoking,NY,9.24444,4/9/2014
Fire Department of New York,1549,Miscellaneous,NY,8.947565,4/9/2014
Fire Department of New York,1414,Miscellaneous,NY,7.7249084,4/9/2014
Fire Department of New York,1619,Miscellaneous,NY,7.7249084,4/9/2014
Wisconsin Department of Natural Resources,1322,Debris Burning,WI,8.803553,4/9/2014
Wisconsin Department of Natural Resources,1527,Debris Burning,WI,9.42074,4/9/2014
Wisconsin Department of Natural Resources,1527,Smoking,WI,9.42074,4/9/2014
Huron-Manistee National Forest,1618,Debris Burning,MI,8.36944,4/9/2014
Wisconsin Department of Natural Resources,1452,Campfire,WI,10.939753,4/9/2014
Wisconsin Department of Natural Resources,1343,Debris Burning,WI,8.662928,4/9/2014
Wyoming State Forestry,1348,Railroad,WY,19.129602,4/9/2014
Huron-Manistee National Forest,1515,Miscellaneous,MI,9.05694,4/9/2014
Wisconsin Department of Natural Resources,1430,Debris Burning,WI,10.939753,4/9/2014
Cody Field Office,1240,Lightning,WY,15.663202,4/9/2014
Cody Field Office,1200,Missing/Undefined,WY,13.668238,4/9/2014
Minnesota Department of Natural Resources,1503,Equipment Use,MN,13.131678,4/9/2014
Standing Rock Agency,1433,Miscellaneous,ND,22.439722,4/9/2014
Fort Berthold Agency,1330,Miscellaneous,ND,17.581568,4/9/2014
Fort Totten Agency,1530,Arson,ND,18.010035,4/9/2014
Fort Totten Agency,1445,Arson,ND,18.010035,4/9/2014
New Mexico - State Forestry,1510,Debris Burning,NM,23.107569,4/9/2014
Arkansas Forestry Commission,1650,Debris Burning,AR,19.102198,4/9/2014
Arkansas Forestry Commission,1650,Miscellaneous,AR,17.362665,4/9/2014
North Carolina Forest Service,1939,Arson,NC,15.620478,4/9/2014
North Carolina Forest Service,1939,Arson,NC,15.620478,4/9/2014
Southern Pueblos Agency,1528,Debris Burning,NM,22.591944,4/9/2014
North Carolina Forest Service,1945,Arson,NC,15.620478,4/9/2014
North Carolina Forest Service,1735,Debris Burning,NC,18.192041,4/9/2014
North Carolina Forest Service,1955,Miscellaneous,NC,14.396509,4/9/2014
Arkansas Forestry Commission,1702,Debris Burning,AR,17.856104,4/9/2014
Tennessee Division of Forestry,1700,Powerline,TN,15.831415,4/9/2014
North Carolina Forest Service,1840,Children,NC,16.432978,4/9/2014
Arkansas Forestry Commission,1630,Debris Burning,AR,17.30276,4/9/2014
Arkansas Forestry Commission,1700,Arson,AR,17.737665,4/9/2014
North Carolina Forest Service,1710,Miscellaneous,NC,14.380884,4/9/2014
Fresno-Kings Unit,1411,Debris Burning,CA,23.417353,4/9/2014
Missouri Department of Conservation,1647,Miscellaneous,MO,18.714228,4/9/2014
Osage Agency,1600,Debris Burning,OK,22.651728,4/9/2014
Kentucky Division of Forestry,1905,Debris Burning,KY,12.455103,4/9/2014
Missouri Department of Conservation,1630,Arson,MO,18.94079,4/9/2014
Kentucky Division of Forestry,1830,Debris Burning,KY,13.776728,4/9/2014
Missouri Department of Conservation,1636,Arson,MO,19.206415,4/9/2014
Kentucky Division of Forestry,1805,Debris Burning,KY,13.206415,4/9/2014
Kentucky Division of Forestry,1847,Campfire,KY,13.25329,4/9/2014
Missouri Department of Conservation,1632,Miscellaneous,MO,19.206415,4/9/2014
Carson City District Office,1444,Arson,NV,16.982569,4/9/2014
Butte Unit,1434,Debris Burning,CA,18.373072,4/9/2014
Pennsylvania Division of Forest Fire Protection,1700,Debris Burning,PA,9.123072,4/9/2014
Missouri Department of Conservation,1748,Debris Burning,MO,19.52151,4/9/2014
New Jersey Forest Fire Service,1730,Equipment Use,NJ,13.317041,4/9/2014
Pennsylvania Division of Forest Fire Protection,1800,Miscellaneous,PA,12.81579,4/9/2014
Fire Department of New York,1958,Miscellaneous,NY,12.54751,4/9/2014
Fire Department of New York,1736,Arson,NY,13.067041,4/9/2014
New Jersey Forest Fire Service,1829,Miscellaneous,NJ,11.651728,4/9/2014
Hoopa Valley Tribe,1440,Debris Burning,CA,13.892664,4/9/2014
Siskiyou Unit,1627,Debris Burning,CA,13.3971195,4/9/2014
Wyoming State Forestry,1633,Debris Burning,WY,22.023523,4/9/2014
Winnebago Agency,1710,Arson,NE,23.193384,4/9/2014
Fire Department of New York,1705,Arson,NY,4.414148,4/9/2014
Illinois Division of Forestry Resources,1631,Debris Burning,IL,13.745478,4/9/2014
Fire Department of New York,1959,Lightning,NY,5.319696,4/9/2014
Wisconsin Department of Natural Resources,1736,Debris Burning,WI,11.732447,4/9/2014
Wyoming State Forestry,1516,Debris Burning,WY,17.685694,4/9/2014
Wisconsin Department of Natural Resources,1732,Miscellaneous,WI,13.220728,4/9/2014
